ua,lon,lat,uf,bioma,municipio,lote,data,impedimento,status_derivado,fontes
GO_664,-50.40006,-17.46011,GO,Cerrado,Acreúna,GO-02,2018/05/10 00:00:00,,medido_completo,ua|uso
GO_665,-50.22042,-17.46023,GO,Cerrado,Acreúna,GO-02,2018/05/10 00:00:00,,medido_completo,ua|uso
GO_666,-50.04028,-17.46004,GO,Cerrado,Edéia,GO-02,2018/05/07 00:00:00,,medido_completo,ua|uso
GO_667,-49.86024,-17.45993,GO,Cerrado,Edéia,GO-02,2018/05/07 00:00:00,,medido_completo,ua|uso
GO_668,-49.68048,-17.46006,GO,Cerrado,Edealina,GO-02,2018/05/08 00:00:00,,medido_completo,ua|uso
GO_669,-49.50056,-17.46027,GO,Cerrado,Pontalina,GO-02,2018/05/09 00:00:00,,medido_completo,ua|uso
GO_67,-47.16051,-13.50011,GO,Cerrado,Teresina de Goiás,GO-01,2018/10/01 00:00:00,,medido_completo,ua|uso
GO_670,-49.32004,-17.46003,GO,Cerrado,Mairipotaba,GO-02,2018/07/26 00:00:00,,medido_completo,ua|uso
GO_671,-49.14006,-17.46012,GO,Cerrado,Piracanjuba,GO-02,2018/07/17 00:00:00,,medido_completo,ua|uso
GO_672,-48.9604,-17.46008,GO,Cerrado,Piracanjuba,GO-02,2018/07/27 00:00:00,,medido_completo,ua|uso
GO_673,-48.7802,-17.46007,GO,Cerrado,Piracanjuba,GO-02,2018/08/06 00:00:00,,medido_completo,ua|uso
GO_674,-48.60008,-17.46,GO,Cerrado,Santa Cruz de Goiás,GO-02,2018/08/02 00:00:00,,medido_completo,ua|uso
GO_675,-48.42027,-17.4601,GO,Cerrado,Pires do Rio,GO-02,2018/07/30 00:00:00,,medido_completo,ua|uso
GO_677,-48.06037,-17.45998,GO,Cerrado,Ipameri,GO-02,2018/07/30 00:00:00,,medido_completo,ua|uso
GO_678,-47.88059,-17.46031,GO,Cerrado,Campo Alegre de Goiás,GO-02,2018/08/03 00:00:00,,medido_completo,ua|uso
GO_679,-47.70026,-17.46009,GO,Cerrado,Campo Alegre de Goiás,GO-02,2018/08/01 00:00:00,,medido_completo,ua|uso
GO_68,-46.98009,-13.50014,GO,Cerrado,Monte Alegre de Goiás,GO-01,2018/10/05 00:00:00,,medido_completo,ua|uso
GO_680,-47.52007,-17.46004,GO,Cerrado,Catalão,GO-02,2018/07/30 00:00:00,,medido_completo,ua|uso
GO_681,-53.10006,-17.64011,GO,Cerrado,Santa Rita do Araguaia,GO-03,2018/08/30 00:00:00,,medido_completo,ua|uso
GO_682,-52.92084,-17.64036,GO,Cerrado,Mineiros,GO-03,2018/08/27 00:00:00,,medido_completo,ua|uso
GO_683,-52.7401,-17.64008,GO,Cerrado,Mineiros,GO-03,2018/08/29 00:00:00,,medido_completo,ua|uso
GO_684,-52.5602,-17.63996,GO,Cerrado,Mineiros,GO-03,2018/08/29 00:00:00,,medido_completo,ua|uso
GO_685,-52.38013,-17.63994,GO,Cerrado,Mineiros,GO-03,2018/08/29 00:00:00,,medido_completo,ua|uso
GO_686,-52.20048,-17.64,GO,Cerrado,Jataí,GO-03,2018/08/28 00:00:00,,medido_completo,ua|uso
GO_687,-52.02016,-17.63993,GO,Cerrado,Jataí,GO-03,2018/08/23 00:00:00,,medido_completo,ua|uso
GO_688,-51.84009,-17.64006,GO,Cerrado,Jataí,GO-03,2018/08/23 00:00:00,,medido_completo,ua|uso
GO_689,-51.66075,-17.64017,GO,Cerrado,Jataí,GO-03,2018/08/22 00:00:00,,medido_completo,ua|uso
GO_69,-46.80002,-13.50011,GO,Cerrado,Monte Alegre de Goiás,GO-01,2018/10/01 00:00:00,,medido_completo,ua|uso
GO_690,-51.48044,-17.63997,GO,Cerrado,Rio Verde,GO-03,2018/08/21 00:00:00,,medido_completo,ua|uso
GO_692,-51.1204,-17.64013,GO,Cerrado,Rio Verde,GO-03,2018/06/01 00:00:00,,medido_completo,ua|uso
GO_694,-50.76013,-17.64005,GO,Cerrado,Rio Verde,GO-03,2018/05/31 00:00:00,,medido_completo,ua|uso
GO_695,-50.58003,-17.63998,GO,Cerrado,Santa Helena de Goiás,GO-03,2018/05/30 00:00:00,,medido_completo,ua|uso
GO_696,-50.40004,-17.63998,GO,Cerrado,Turvelândia,GO-02,2018/05/28 00:00:00,,medido_completo,ua|uso
GO_697,-50.22017,-17.64006,GO,Cerrado,Turvelândia,GO-02,2018/05/15 00:00:00,,medido_completo,ua|uso
GO_698,-50.04003,-17.64001,GO,Cerrado,Edéia,GO-02,2018/05/29 00:00:00,,medido_completo,ua|uso
GO_699,-49.86008,-17.63994,GO,Cerrado,Vicentinópolis,GO-02,2018/05/18 00:00:00,,medido_completo,ua|uso
GO_7,-48.78004,-12.95998,GO,Cerrado,Montividiu do Norte,GO-01,2018/05/16 00:00:00,,medido_completo,ua|uso
GO_70,-46.6204,-13.50013,GO,Cerrado,São Domingos,GO-01,2018/10/04 00:00:00,,medido_completo,ua|uso
GO_700,-49.68013,-17.63993,GO,Cerrado,Pontalina,GO-02,2018/05/18 00:00:00,,medido_completo,ua|uso
GO_701,-49.50071,-17.6402,GO,Cerrado,Pontalina,GO-02,2018/05/17 00:00:00,,medido_completo,ua|uso
GO_702,-49.32031,-17.64001,GO,Cerrado,Morrinhos,GO-02,2018/07/25 00:00:00,,medido_completo,ua|uso
GO_703,-49.14033,-17.64002,GO,Cerrado,Morrinhos,GO-02,2018/07/23 00:00:00,,medido_completo,ua|uso
GO_704,-48.96038,-17.64013,GO,Cerrado,Morrinhos,GO-02,2018/07/18 00:00:00,,medido_completo,ua|uso
GO_705,-48.78033,-17.64001,GO,Cerrado,Caldas Novas,GO-02,2018/08/06 00:00:00,,medido_completo,ua|uso
GO_706,-48.60015,-17.64007,GO,Cerrado,Caldas Novas,GO-02,2018/08/08 00:00:00,,medido_completo,ua|uso
GO_707,-48.4204,-17.64012,GO,Cerrado,Ipameri,GO-02,2018/08/10 00:00:00,,medido_completo,ua|uso
GO_708,-48.24027,-17.64011,GO,Cerrado,Ipameri,GO-02,2018/07/31 00:00:00,,medido_completo,ua|uso
GO_709,-48.06023,-17.63997,GO,Cerrado,Ipameri,GO-02,2018/08/01 00:00:00,,medido_completo,ua|uso
GO_71,-46.44003,-13.49998,GO,Cerrado,São Domingos,GO-01,2018/09/28 00:00:00,,medido_completo,ua|uso
GO_710,-47.88019,-17.63988,GO,Cerrado,Campo Alegre de Goiás,GO-02,2018/08/03 00:00:00,,medido_completo,ua|uso
GO_711,-47.7001,-17.63999,GO,Cerrado,Campo Alegre de Goiás,GO-02,2018/07/31 00:00:00,,medido_completo,ua|uso
GO_712,-47.52018,-17.63998,GO,Cerrado,Catalão,GO-02,2018/08/02 00:00:00,,medido_completo,ua|uso
GO_713,-47.34031,-17.64009,GO,Cerrado,Catalão,GO-02,2018/07/30 00:00:00,,medido_completo,ua|uso
GO_714,-53.10009,-17.81991,GO,Cerrado,Mineiros,GO-03,2018/08/30 00:00:00,,medido_completo,ua|uso
GO_715,-52.92049,-17.82002,GO,Cerrado,Mineiros,GO-03,2018/08/30 00:00:00,,medido_completo,ua|uso
GO_716,-52.74055,-17.82015,GO,Cerrado,Mineiros,GO-03,2018/08/28 00:00:00,,medido_completo,ua|uso
GO_717,-52.56006,-17.82005,GO,Cerrado,Mineiros,GO-03,2018/08/29 00:00:00,,medido_completo,ua|uso
GO_718,-52.38054,-17.82016,GO,Cerrado,Mineiros,GO-03,2018/08/31 00:00:00,,medido_completo,ua|uso
GO_719,-52.20047,-17.82005,GO,Cerrado,Jataí,GO-03,2018/08/28 00:00:00,,medido_completo,ua|uso
GO_71_C,-46.35004,-13.59,GO,Cerrado,São Domingos,GO-01,2018/10/03 00:00:00,,medido_completo,ua|uso
GO_71_M,-46.39524,-13.63518,GO,Cerrado,São Domingos,GO-01,2018/10/02 00:00:00,,medido_completo,ua|uso
GO_71_P18,-46.4175,-13.5675,GO,Cerrado,São Domingos,GO-01,,,socioambiental,uso
GO_71_P22,-46.32805,-13.56779,GO,Cerrado,São Domingos,GO-01,2018/10/05 00:00:00,,medido_completo,ua|uso
GO_72,-46.26057,-13.5003,GO,Cerrado,São Domingos,,2018/09/25 00:00:00,,medido_biofisico,ua
GO_720,-52.02006,-17.81998,GO,Cerrado,Jataí,GO-03,2018/08/22 00:00:00,,medido_completo,ua|uso
GO_721,-51.84028,-17.82001,GO,Cerrado,Jataí,GO-03,2018/08/21 00:00:00,,medido_completo,ua|uso
GO_722,-51.6602,-17.82008,GO,Cerrado,Jataí,GO-03,2018/08/22 00:00:00,,medido_completo,ua|uso
GO_723,-51.48048,-17.82004,GO,Cerrado,Jataí,GO-03,2018/08/21 00:00:00,,medido_completo,ua|uso
GO_724,-51.30045,-17.81995,GO,Cerrado,Rio Verde,GO-03,2018/05/28 00:00:00,,medido_completo,ua|uso
GO_725,-51.12007,-17.81999,GO,Cerrado,Rio Verde,GO-03,2018/05/28 00:00:00,,medido_completo,ua|uso
GO_726,-50.94056,-17.82016,GO,Cerrado,Rio Verde,GO-03,2018/05/29 00:00:00,,medido_completo,ua|uso
GO_727,-50.76011,-17.82006,GO,Cerrado,Rio Verde,GO-03,2018/06/01 00:00:00,,medido_completo,ua|uso
GO_729,-50.4001,-17.82005,GO,Cerrado,Turvelândia,GO-02,2018/05/14 00:00:00,,medido_completo,ua|uso
GO_73,-50.76013,-13.68005,GO,Cerrado,Nova Crixás,GO-03,2018/05/25 00:00:00,,medido_completo,ua|uso
GO_730,-50.22005,-17.81998,GO,Cerrado,Porteirão,GO-02,2018/05/18 00:00:00,,medido_completo,ua|uso
GO_731,-50.04023,-17.82014,GO,Cerrado,Goiatuba,,2018/05/16 00:00:00,,medido_biofisico,ua
GO_732,-49.8606,-17.8203,GO,Cerrado,Vicentinópolis,GO-02,2018/05/16 00:00:00,,medido_completo,ua|uso
GO_733,-49.68023,-17.82007,GO,Cerrado,Joviânia,GO-02,2018/05/18 00:00:00,,medido_completo,ua|uso
GO_734,-49.50006,-17.82012,GO,Cerrado,Joviânia,GO-02,2018/05/21 00:00:00,,medido_completo,ua|uso
GO_735,-49.32042,-17.81999,GO,Cerrado,Morrinhos,GO-02,2018/07/31 00:00:00,,medido_completo,ua|uso
GO_736,-49.14004,-17.81999,GO,Cerrado,Morrinhos,GO-02,2018/07/24 00:00:00,,medido_completo,ua|uso
GO_737,-48.96011,-17.82004,GO,Cerrado,Morrinhos,GO-02,2018/07/17 00:00:00,,medido_completo,ua|uso
GO_738,-48.78057,-17.82026,GO,Cerrado,Rio Quente,GO-02,2018/08/08 00:00:00,,medido_completo,ua|uso
GO_739,-48.60004,-17.82003,GO,Cerrado,Caldas Novas,GO-02,2018/08/09 00:00:00,,medido_completo,ua|uso
GO_74,-50.58015,-13.67996,GO,Cerrado,Nova Crixás,GO-03,2018/05/23 00:00:00,,medido_completo,ua|uso
GO_740,-48.42034,-17.82002,GO,Cerrado,Ipameri,GO-02,2018/08/07 00:00:00,,medido_completo,ua|uso
GO_741,-48.2406,-17.82032,GO,Cerrado,Ipameri,GO-02,2018/08/01 00:00:00,,medido_completo,ua|uso
GO_742,-48.05996,-17.82012,GO,Cerrado,Ipameri,GO-02,2018/08/01 00:00:00,,medido_completo,ua|uso
GO_743,-47.88006,-17.82013,GO,Cerrado,Campo Alegre de Goiás,GO-02,2018/08/02 00:00:00,,medido_completo,ua|uso
GO_744,-47.70056,-17.82028,GO,Cerrado,Campo Alegre de Goiás,GO-02,2018/07/31 00:00:00,,medido_completo,ua|uso
GO_745,-47.52048,-17.82006,GO,Cerrado,Catalão,GO-02,2018/08/02 00:00:00,,medido_completo,ua|uso
GO_746,-52.92057,-18.00025,GO,Cerrado,Mineiros,,2018/10/15 00:00:00,,medido_biofisico,ua
GO_747,-52.74057,-18.00012,GO,Cerrado,Mineiros,GO-03,2018/08/28 00:00:00,,medido_completo,ua|uso
GO_748,-52.56029,-17.99986,GO,Cerrado,Serranópolis,GO-03,2018/08/27 00:00:00,,medido_completo,ua|uso
GO_749,-52.38027,-18.00001,GO,Cerrado,Serranópolis,GO-03,2018/08/27 00:00:00,,medido_completo,ua|uso
GO_75,-50.40035,-13.67995,GO,Cerrado,Mundo Novo,GO-03,2018/05/30 00:00:00,,medido_completo,ua|uso
GO_750,-52.20044,-18.00022,GO,Cerrado,Serranópolis,GO-03,2018/08/24 00:00:00,,medido_completo,ua|uso
GO_751,-52.02057,-18.00013,GO,Cerrado,Jataí,GO-03,2018/08/21 00:00:00,,medido_completo,ua|uso
GO_752,-51.84056,-18.00015,GO,Cerrado,Jataí,GO-03,2018/08/23 00:00:00,,medido_completo,ua|uso
GO_753,-51.66009,-18.00012,GO,Cerrado,Jataí,GO-03,2018/08/20 00:00:00,,medido_completo,ua|uso
GO_754,-51.48034,-18.0001,GO,Cerrado,Jataí,GO-03,2018/08/20 00:00:00,,medido_completo,ua|uso
GO_755,-51.30005,-18.00011,GO,Cerrado,Jataí,GO-03,2018/08/21 00:00:00,,medido_completo,ua|uso
GO_756,-51.12008,-17.99992,GO,Cerrado,Rio Verde,GO-03,2018/05/30 00:00:00,,medido_completo,ua|uso
GO_757,-50.94008,-17.99992,GO,Cerrado,Rio Verde,GO-03,2018/05/30 00:00:00,,medido_completo,ua|uso
GO_758,-50.76049,-18.00009,GO,Cerrado,Rio Verde,GO-03,2018/05/30 00:00:00,,medido_completo,ua|uso
GO_759,-50.58018,-17.99996,GO,Cerrado,Rio Verde,GO-03,2018/06/01 00:00:00,,medido_completo,ua|uso
GO_76,-50.2202,-13.68006,GO,Cerrado,Mundo Novo,GO-01,2018/10/08 00:00:00,,medido_completo,ua|uso
GO_761,-50.2205,-18.00004,GO,Cerrado,Turvelândia,GO-02,2018/05/18 00:00:00,,medido_completo,ua|uso
GO_762,-50.04012,-17.99999,GO,Cerrado,Goiatuba,GO-02,2018/05/17 00:00:00,,medido_completo,ua|uso
GO_763,-49.86041,-18.00026,GO,Cerrado,Goiatuba,GO-02,2018/05/23 00:00:00,,medido_completo,ua|uso
GO_764,-49.68014,-17.99999,GO,Cerrado,Goiatuba,GO-02,2018/05/21 00:00:00,,medido_completo,ua|uso
GO_765,-49.50028,-18.00003,GO,Cerrado,Goiatuba,GO-02,2018/05/21 00:00:00,,medido_completo,ua|uso
GO_766,-49.32018,-17.99989,GO,Cerrado,Goiatuba,GO-02,2018/08/06 00:00:00,,medido_completo,ua|uso
GO_767,-49.14041,-18.00024,GO,Cerrado,Buriti Alegre,GO-02,2018/08/06 00:00:00,,medido_completo,ua|uso
GO_768,-48.96009,-18.00004,GO,Mata Atlântica,Buriti Alegre,GO-02,2018/08/02 00:00:00,,medido_completo,ua|uso
GO_769,-48.78035,-17.99986,GO,Mata Atlântica,Água Limpa,GO-02,2018/08/08 00:00:00,,medido_completo,ua|uso
GO_770,-48.60023,-17.99999,GO,Cerrado,Caldas Novas,GO-02,2018/07/20 00:00:00,,medido_completo,ua|uso
GO_771,-48.42055,-18.00016,GO,Cerrado,Corumbaíba,GO-02,2018/08/10 00:00:00,,medido_completo,ua|uso
GO_773,-48.06005,-18.00013,GO,Cerrado,Catalão,GO-02,2018/08/07 00:00:00,,medido_completo,ua|uso
GO_774,-47.88019,-18.00016,GO,Cerrado,Catalão,GO-02,2018/08/07 00:00:00,,medido_completo,ua|uso
GO_776,-47.5202,-18.00007,GO,Cerrado,Catalão,GO-02,2018/08/06 00:00:00,Solo pedregoso,medido_completo,ua|uso
GO_777,-47.34023,-17.99999,GO,Cerrado,Catalão,GO-02,2018/08/06 00:00:00,,medido_completo,ua|uso
GO_778,-53.10002,-18.17998,GO,Cerrado,Mineiros,GO-03,2018/08/24 00:00:00,,medido_completo,ua|uso
GO_779,-52.92025,-18.18016,GO,Cerrado,Mineiros,,2018/10/16 00:00:00,,medido_biofisico,ua
GO_78,-49.86053,-13.68016,GO,Cerrado,Bonópolis,GO-01,2018/05/07 00:00:00,,medido_completo,ua|uso
GO_780,-52.7402,-18.17996,GO,Cerrado,Chapadão do Céu,GO-03,2018/10/17 00:00:00,,medido_completo,ua|uso
GO_781,-52.56028,-18.17998,GO,Cerrado,Serranópolis,GO-03,2018/08/23 00:00:00,,medido_completo,ua|uso
GO_782,-52.38035,-18.17996,GO,Cerrado,Serranópolis,GO-03,2018/08/22 00:00:00,,medido_completo,ua|uso
GO_783,-52.20057,-18.18014,GO,Cerrado,Serranópolis,GO-03,2018/08/24 00:00:00,,medido_completo,ua|uso
GO_784,-52.02025,-18.17995,GO,Cerrado,Serranópolis,GO-03,2018/08/20 00:00:00,,medido_completo,ua|uso
GO_785,-51.84047,-18.18003,GO,Cerrado,Serranópolis,GO-03,2018/08/21 00:00:00,,medido_completo,ua|uso
GO_786,-51.66056,-18.18013,GO,Cerrado,Jataí,GO-03,2018/08/20 00:00:00,,medido_completo,ua|uso
GO_787,-51.48018,-18.18004,GO,Cerrado,Jataí,GO-03,2018/08/20 00:00:00,,medido_completo,ua|uso
GO_788,-51.30047,-18.17997,GO,Cerrado,Aparecida do Rio Doce,GO-03,2018/08/13 00:00:00,,medido_completo,ua|uso
GO_789,-51.12042,-18.1802,GO,Cerrado,Rio Verde,GO-03,2018/08/10 00:00:00,,medido_completo,ua|uso
GO_79,-49.68053,-13.68014,GO,Cerrado,Porangatu,GO-01,2018/05/10 00:00:00,,medido_completo,ua|uso
GO_790,-50.94011,-18.17996,GO,Cerrado,Rio Verde,GO-03,2018/08/14 00:00:00,,medido_completo,ua|uso
GO_791,-50.76008,-18.18007,GO,Cerrado,Rio Verde,GO-03,2018/08/16 00:00:00,,medido_completo,ua|uso
GO_792,-50.58061,-18.1803,GO,Cerrado,Quirinópolis,GO-03,2018/08/14 00:00:00,,medido_completo,ua|uso
GO_793,-50.40051,-18.18005,GO,Cerrado,Rio Verde,GO-02,2018/05/29 00:00:00,,medido_completo,ua|uso
GO_794,-50.22005,-18.18011,GO,Cerrado,Quirinópolis,GO-02,2018/05/17 00:00:00,,medido_completo,ua|uso
GO_795,-50.04052,-18.18013,GO,Cerrado,Bom Jesus de Goiás,GO-02,2018/05/23 00:00:00,,medido_completo,ua|uso
GO_796,-49.86005,-18.17996,GO,Cerrado,Bom Jesus de Goiás,GO-02,2018/05/23 00:00:00,,medido_completo,ua|uso
GO_797,-49.68027,-18.18,GO,Cerrado,Bom Jesus de Goiás,GO-02,2018/05/21 00:00:00,,medido_completo,ua|uso
GO_798,-49.50055,-18.18031,GO,Cerrado,Panamá,GO-02,2018/05/24 00:00:00,,medido_completo,ua|uso
GO_799,-49.32059,-18.18029,GO,Cerrado,Panamá,GO-02,2018/08/09 00:00:00,,medido_completo,ua|uso
GO_8,-46.44018,-12.95991,GO,Cerrado,Campos Belos,GO-01,2018/10/05 00:00:00,,medido_completo,ua|uso
GO_80,-49.50013,-13.67993,GO,Cerrado,Porangatu,GO-01,2018/05/15 00:00:00,,medido_completo,ua|uso
GO_800,-49.14034,-18.17986,GO,Cerrado,Itumbiara,GO-02,2018/08/09 00:00:00,,medido_completo,ua|uso
GO_801,-48.96005,-18.18012,GO,Mata Atlântica,Buriti Alegre,GO-02,2018/08/08 00:00:00,,medido_completo,ua|uso
GO_802,-48.78026,-18.17985,GO,Mata Atlântica,Água Limpa,GO-02,2018/08/08 00:00:00,,medido_completo,ua|uso
GO_803,-48.60026,-18.17983,GO,Mata Atlântica,Corumbaíba,GO-02,2018/08/03 00:00:00,,medido_completo,ua|uso
GO_804,-48.42015,-18.18004,GO,Cerrado,Corumbaíba,GO-02,2018/08/07 00:00:00,,medido_completo,ua|uso
GO_805,-48.24081,-18.1804,GO,Cerrado,Goiandira,GO-02,2018/08/06 00:00:00,,medido_completo,ua|uso
GO_806,-48.06002,-18.18002,GO,Cerrado,Goiandira,GO-02,2018/08/08 00:00:00,,medido_completo,ua|uso
GO_807,-47.88011,-18.1801,GO,Cerrado,Catalão,GO-02,2018/08/09 00:00:00,,medido_completo,ua|uso
GO_808,-47.70006,-18.18013,GO,Cerrado,Ouvidor,GO-02,2018/08/09 00:00:00,,medido_completo,ua|uso
GO_81,-49.32072,-13.6802,GO,Cerrado,Porangatu,GO-01,2018/05/18 00:00:00,,medido_completo,ua|uso
GO_810,-52.74049,-18.36004,GO,Cerrado,Chapadão do Céu,GO-03,2018/08/21 00:00:00,,medido_completo,ua|uso
GO_811,-52.56034,-18.35999,GO,Cerrado,Chapadão do Céu,GO-03,2018/08/28 00:00:00,,medido_completo,ua|uso
GO_812,-52.38056,-18.36025,GO,Cerrado,Serranópolis,GO-03,2018/08/20 00:00:00,,medido_completo,ua|uso
GO_813,-52.20004,-18.3601,GO,Cerrado,Serranópolis,GO-03,2018/08/22 00:00:00,,medido_completo,ua|uso
GO_814,-52.02011,-18.35997,GO,Cerrado,Serranópolis,GO-03,2018/08/24 00:00:00,,medido_completo,ua|uso
GO_815,-51.84036,-18.36,GO,Cerrado,Serranópolis,GO-03,2018/08/20 00:00:00,,medido_completo,ua|uso
GO_816,-51.66004,-18.35999,GO,Cerrado,Jataí,GO-03,2018/08/22 00:00:00,,medido_completo,ua|uso
GO_817,-51.48036,-18.36019,GO,Cerrado,Jataí,GO-03,2018/08/16 00:00:00,,medido_completo,ua|uso
GO_818,-51.30022,-18.36008,GO,Cerrado,Caçu,GO-03,2018/08/15 00:00:00,,medido_completo,ua|uso
GO_819,-51.12033,-18.36,GO,Cerrado,Cachoeira Alta,GO-03,2018/08/10 00:00:00,,medido_completo,ua|uso
GO_82,-49.1403,-13.6801,GO,Cerrado,Mutunópolis,GO-01,2018/05/17 00:00:00,,medido_completo,ua|uso
GO_820,-50.94052,-18.36014,GO,Cerrado,Cachoeira Alta,GO-03,2018/08/15 00:00:00,,medido_completo,ua|uso
GO_821,-50.76038,-18.36023,GO,Cerrado,Quirinópolis,GO-03,2018/08/15 00:00:00,,medido_completo,ua|uso
GO_822,-50.58055,-18.36027,GO,Cerrado,Quirinópolis,GO-03,2018/08/13 00:00:00,,medido_completo,ua|uso
GO_823,-50.40011,-18.35989,GO,Cerrado,Quirinópolis,GO-02,2018/05/25 00:00:00,,medido_completo,ua|uso
GO_824,-50.22026,-18.35997,GO,Cerrado,Gouvelândia,GO-02,2018/05/21 00:00:00,,medido_completo,ua|uso
GO_825,-50.04035,-18.36003,GO,Cerrado,Bom Jesus de Goiás,GO-02,2018/05/22 00:00:00,,medido_completo,ua|uso
GO_826,-49.86029,-18.36019,GO,Cerrado,Itumbiara,GO-02,2018/05/24 00:00:00,,medido_completo,ua|uso
GO_827,-49.68001,-18.35996,GO,Cerrado,Itumbiara,GO-02,2018/05/24 00:00:00,,medido_completo,ua|uso
GO_828,-49.50017,-18.3599,GO,Cerrado,Itumbiara,GO-02,2018/05/22 00:00:00,,medido_completo,ua|uso
GO_829,-49.32027,-18.35992,GO,Cerrado,Itumbiara,GO-02,2018/08/07 00:00:00,,medido_completo,ua|uso
GO_83,-48.96016,-13.68002,GO,Cerrado,Formoso,GO-01,2018/05/15 00:00:00,,medido_completo,ua|uso
GO_830,-49.14035,-18.35985,GO,Mata Atlântica,Itumbiara,GO-02,2018/08/07 00:00:00,,medido_completo,ua|uso
GO_832,-48.06012,-18.36004,GO,Cerrado,Cumari,GO-02,2018/08/08 00:00:00,,medido_completo,ua|uso
GO_833,-47.88059,-18.36025,GO,Cerrado,Catalão,GO-02,2018/08/10 00:00:00,,medido_completo,ua|uso
GO_834,-47.70006,-18.35998,GO,Cerrado,Três Ranchos,GO-02,2018/08/11 00:00:00,,medido_completo,ua|uso
GO_835,-52.92013,-18.54006,GO,Cerrado,Mineiros,GO-03,2018/08/21 00:00:00,,medido_completo,ua|uso
GO_836,-52.74052,-18.54004,GO,Cerrado,Chapadão do Céu,GO-03,2018/08/21 00:00:00,,medido_completo,ua|uso
GO_837,-52.56025,-18.53994,GO,Cerrado,Chapadão do Céu,GO-03,2018/08/22 00:00:00,,medido_completo,ua|uso
GO_838,-52.38048,-18.54004,GO,Cerrado,Chapadão do Céu,GO-03,2018/08/23 00:00:00,,medido_completo,ua|uso
GO_839,-52.20008,-18.53999,GO,Cerrado,Aporé,GO-03,2018/08/23 00:00:00,,medido_completo,ua|uso
GO_84,-48.78011,-13.68004,GO,Cerrado,Formoso,GO-01,2018/05/17 00:00:00,,medido_completo,ua|uso
GO_840,-52.02039,-18.54004,GO,Cerrado,Serranópolis,GO-03,2018/08/23 00:00:00,,medido_completo,ua|uso
GO_841,-51.84007,-18.54003,GO,Cerrado,Serranópolis,GO-03,2018/08/24 00:00:00,,medido_completo,ua|uso
GO_842,-51.66038,-18.54003,GO,Cerrado,Itarumã,GO-03,2018/08/23 00:00:00,,medido_completo,ua|uso
GO_843,-51.4803,-18.54,GO,Cerrado,Caçu,GO-03,2018/08/16 00:00:00,,medido_completo,ua|uso
GO_844,-51.30005,-18.54018,GO,Cerrado,Caçu,GO-03,2018/08/13 00:00:00,,medido_completo,ua|uso
GO_845,-51.12026,-18.53984,GO,Cerrado,Cachoeira Alta,GO-03,2018/08/15 00:00:00,,medido_completo,ua|uso
GO_846,-50.94017,-18.53986,GO,Cerrado,Quirinópolis,GO-03,2018/08/15 00:00:00,,medido_completo,ua|uso
GO_847,-50.76052,-18.54008,GO,Cerrado,Quirinópolis,GO-03,2018/08/13 00:00:00,,medido_completo,ua|uso
GO_848,-50.58025,-18.53985,GO,Cerrado,Quirinópolis,GO-03,2018/08/17 00:00:00,,medido_completo,ua|uso
GO_849,-50.40036,-18.53985,GO,Cerrado,Quirinópolis,GO-02,2018/05/23 00:00:00,,medido_completo,ua|uso
GO_85,-48.60017,-13.67994,GO,Cerrado,Campinaçu,GO-01,2018/05/18 00:00:00,,medido_completo,ua|uso
GO_850,-50.22024,-18.53998,GO,Mata Atlântica,Gouvelândia,GO-02,2018/05/21 00:00:00,,medido_completo,ua|uso
GO_851,-50.04035,-18.53985,GO,Cerrado,Gouvelândia,GO-02,2018/05/22 00:00:00,,medido_completo,ua|uso
GO_852,-49.86034,-18.53984,GO,Cerrado,Inaciolândia,GO-02,2018/05/22 00:00:00,,medido_completo,ua|uso
GO_853,-49.68,-18.54,GO,Cerrado,Cachoeira Dourada,GO-02,,,socioambiental,uso
GO_855,-52.38014,-18.72005,GO,Cerrado,Aporé,GO-03,2018/08/21 00:00:00,,medido_completo,ua|uso
GO_856,-52.20056,-18.72015,GO,Cerrado,Aporé,GO-03,2018/08/21 00:00:00,,medido_completo,ua|uso
GO_857,-52.02013,-18.72007,GO,Cerrado,Aporé,GO-03,2018/08/23 00:00:00,,medido_completo,ua|uso
GO_858,-51.84051,-18.72004,GO,Cerrado,Aporé,GO-03,2018/08/23 00:00:00,,medido_completo,ua|uso
GO_859,-51.6602,-18.72007,GO,Cerrado,Itarumã,GO-03,2018/08/14 00:00:00,,medido_completo,ua|uso
GO_86,-48.42062,-13.68014,GO,Cerrado,Minaçu,GO-01,2018/10/10 00:00:00,,medido_completo,ua|uso
GO_860,-51.48009,-18.71991,GO,Cerrado,Itarumã,GO-03,2018/08/17 00:00:00,,medido_completo,ua|uso
GO_861,-51.30056,-18.72014,GO,Cerrado,Itarumã,GO-03,2018/08/17 00:00:00,,medido_completo,ua|uso
GO_862,-51.1202,-18.72003,GO,Cerrado,Caçu,GO-03,2018/08/15 00:00:00,,medido_completo,ua|uso
GO_863,-50.94017,-18.71989,GO,Cerrado,Cachoeira Alta,GO-03,2018/08/16 00:00:00,,medido_completo,ua|uso
GO_864,-50.76034,-18.72003,GO,Cerrado,Paranaiguara,GO-03,2018/08/17 00:00:00,,medido_completo,ua|uso
GO_865,-50.58021,-18.71982,GO,Mata Atlântica,Paranaiguara,GO-03,2018/08/17 00:00:00,,medido_completo,ua|uso
