regiao,uf,municipio,bioma,pontos,lon_min,lat_min,lon_max,lat_max
Norte,AC,Epitaciolândia,Amazônia,3,-68.7600,-10.9800,-68.5800,-10.8000
Norte,AC,Feijó,Amazônia,29,-71.2800,-9.0000,-69.6600,-7.9200
Norte,AC,Jordão,Amazônia,4,-72.0000,-9.3600,-71.6400,-9.1800
Norte,AC,Manoel Urbano,Amazônia,12,-69.8400,-9.1800,-68.9400,-8.6400
Norte,AC,Marechal Thaumaturgo,Amazônia,3,-72.9000,-9.0000,-72.7200,-8.8200
Norte,AC,Mâncio Lima,Amazônia,6,-73.4400,-7.7400,-72.9000,-7.3800
Norte,AC,Plácido de Castro,Amazônia,7,-67.6800,-10.4400,-67.1400,-10.0800
Norte,AC,Porto Acre,Amazônia,8,-68.0400,-9.9000,-67.5000,-9.3600
Norte,AC,Porto Walter,Amazônia,8,-72.9000,-8.6400,-72.5400,-8.2800
Norte,AC,Rio Branco,Amazônia,22,-69.3000,-10.4400,-67.6800,-9.7200
Norte,AC,Rodrigues Alves,Amazônia,8,-73.6200,-7.9200,-72.7200,-7.7400
Norte,AC,Santa Rosa do Purus,Amazônia,4,-70.5600,-9.5400,-70.0200,-9.0000
Norte,AC,Sena Madureira,Amazônia,33,-69.6600,-10.4400,-68.4000,-9.0000
Norte,AC,Senador Guiomard,Amazônia,5,-67.6800,-10.2600,-67.1400,-9.7200
Norte,AC,Tarauacá,Amazônia,24,-72.1800,-8.8200,-70.7400,-7.7400
Norte,AC,Xapuri,Amazônia,14,-69.1200,-10.9800,-68.0400,-10.4400
Norte,AM,Alvarães,Amazônia,4,-65.1600,-3.7800,-64.9800,-3.2400
Norte,AM,Amaturá,Amazônia,2,-68.5800,-3.2400,-68.0400,-3.2400
Norte,AM,Anamã,Amazônia,6,-61.9200,-3.6000,-61.3800,-3.4200
Norte,AM,Anori,Amazônia,6,-61.9200,-4.1400,-61.5600,-3.7800
Norte,AM,Apuí,Amazônia,71,-60.6600,-8.6400,-58.3200,-6.4800
Norte,AM,Atalaia do Norte,Amazônia,20,-72.7200,-7.2000,-70.2000,-4.3200
Norte,AM,Autazes,Amazônia,12,-59.9400,-4.1400,-59.0400,-3.6000
Norte,AM,Barcelos,Amazônia,131,-65.1600,-1.9800,-61.5600,1.2600
Norte,AM,Barreirinha,Amazônia,11,-57.4200,-3.2400,-56.8800,-2.7000
Norte,AM,Benjamin Constant,Amazônia,2,-70.0200,-4.6800,-70.0200,-4.5000
Norte,AM,Beruri,Amazônia,28,-62.6400,-5.4000,-61.0200,-3.7800
Norte,AM,Boa Vista do Ramos,Amazônia,4,-57.7800,-3.4200,-57.4200,-3.0600
Norte,AM,Boca do Acre,Amazônia,26,-69.1200,-9.5400,-67.1400,-8.6400
Norte,AM,Borba,Amazônia,51,-61.2000,-6.6600,-58.3200,-3.9600
Norte,AM,Caapiranga,Amazônia,12,-61.9200,-3.4200,-61.2000,-2.7000
Norte,AM,Canutama,Amazônia,52,-64.8000,-8.6400,-63.1800,-6.1200
Norte,AM,Carauari,Amazônia,32,-67.8600,-5.9400,-66.4200,-4.3200
Norte,AM,Careiro,Amazônia,15,-60.6600,-4.1400,-59.7600,-3.4200
Norte,AM,Careiro da Várzea,Amazônia,3,-59.7600,-3.4200,-59.5800,-3.2400
Norte,AM,Coari,Amazônia,75,-65.5200,-5.7600,-62.6400,-3.0600
Norte,AM,Codajás,Amazônia,12,-63.7200,-3.9600,-61.9200,-3.0600
Norte,AM,Eirunepé,Amazônia,8,-70.3800,-7.0200,-69.4800,-6.4800
Norte,AM,Envira,Amazônia,12,-70.5600,-7.7400,-69.8400,-7.2000
Norte,AM,Fonte Boa,Amazônia,24,-67.1400,-2.7000,-65.5200,-2.1600
Norte,AM,Guajará,Amazônia,11,-73.2600,-7.5600,-72.1800,-7.0200
Norte,AM,Humaitá,Amazônia,38,-63.5400,-8.1000,-61.9200,-6.3000
Norte,AM,Ipixuna,Amazônia,9,-72.0000,-7.3800,-71.1000,-6.8400
Norte,AM,Iranduba,Amazônia,4,-60.8400,-3.2400,-60.1200,-2.8800
Norte,AM,Itacoatiara,Amazônia,17,-59.4000,-3.6000,-58.1400,-2.7000
Norte,AM,Itamarati,Amazônia,17,-69.3000,-6.6600,-68.0400,-6.1200
Norte,AM,Itapiranga,Amazônia,11,-59.0400,-2.7000,-57.9600,-2.3400
Norte,AM,Japurá,Amazônia,61,-69.3000,-2.7000,-66.0600,-1.4400
Norte,AM,Juruá,Amazônia,22,-66.6000,-4.1400,-65.3400,-2.5200
Norte,AM,Jutaí,Amazônia,58,-69.8400,-6.4800,-66.4200,-2.5200
Norte,AM,Lábrea,Amazônia,72,-67.1400,-9.7200,-64.6200,-7.2000
Norte,AM,Manacapuru,Amazônia,20,-61.3800,-3.7800,-60.4800,-2.8800
Norte,AM,Manaquiri,Amazônia,6,-60.8400,-4.1400,-60.3000,-3.4200
Norte,AM,Manaus,Amazônia,24,-60.6600,-3.0600,-59.4000,-1.9800
Norte,AM,Manicoré,Amazônia,74,-62.6400,-8.6400,-60.6600,-4.8600
Norte,AM,Maraã,Amazônia,29,-65.8800,-3.7800,-63.9000,-1.6200
Norte,AM,Maués,Amazônia,51,-58.8600,-7.2000,-57.4200,-3.2400
Norte,AM,Nhamundá,Amazônia,17,-57.7800,-2.3400,-56.3400,-1.6200
Norte,AM,Nova Olinda do Norte,Amazônia,12,-59.0400,-4.3200,-58.1400,-3.6000
Norte,AM,Novo Airão,Amazônia,36,-62.1000,-2.7000,-60.4800,-0.7200
Norte,AM,Novo Aripuanã,Amazônia,78,-61.3800,-8.6400,-59.7600,-5.0400
Norte,AM,Parintins,Amazônia,13,-57.2400,-3.0600,-56.5200,-2.3400
Norte,AM,Pauini,Amazônia,13,-67.6800,-8.4600,-66.4200,-7.3800
Norte,AM,Presidente Figueiredo,Amazônia,25,-60.4800,-2.3400,-59.2200,-0.7200
Norte,AM,Rio Preto da Eva,Amazônia,13,-59.9400,-2.8800,-59.2200,-2.1600
Norte,AM,Santa Isabel do Rio Negro,Amazônia,38,-66.0600,-1.2600,-64.0800,0.7200
Norte,AM,Santo Antônio do Içá,Amazônia,15,-69.6600,-3.2400,-67.8600,-2.7000
Norte,AM,Silves,Amazônia,8,-58.8600,-2.8800,-58.1400,-2.7000
Norte,AM,São Gabriel da Cachoeira,Amazônia,10,-68.0400,-1.4400,-66.2400,0.0000
Norte,AM,São Paulo de Olivença,Amazônia,11,-69.3000,-4.3200,-68.7600,-3.2400
Norte,AM,São Sebastião do Uatumã,Amazônia,14,-59.0400,-2.5200,-57.9600,-1.6200
Norte,AM,Tapauá,Amazônia,67,-66.4200,-6.6600,-62.2800,-5.0400
Norte,AM,Tefé,Amazônia,32,-66.7800,-5.2200,-64.2600,-3.4200
Norte,AM,Tonantins,Amazônia,2,-68.5800,-2.8800,-67.8600,-2.7000
Norte,AM,Uarini,Amazônia,9,-65.8800,-3.4200,-64.8000,-2.5200
Norte,AM,Urucará,Amazônia,28,-59.9400,-2.7000,-57.6000,-0.7200
Norte,AM,Urucurituba,Amazônia,8,-58.1400,-3.0600,-57.4200,-2.5200
Norte,AP,Amapá,Amazônia,12,-51.1200,1.2600,-50.0400,2.1600
Norte,AP,Calçoene,Amazônia,26,-52.0200,1.4400,-50.7600,3.7800
Norte,AP,Cutias,Amazônia,5,-50.7600,0.9000,-50.2200,1.2600
Norte,AP,Ferreira Gomes,Amazônia,12,-51.8400,0.5400,-50.9400,1.2600
Norte,AP,Itaubal,Amazônia,4,-50.7600,0.3600,-50.5800,0.7200
Norte,AP,Laranjal do Jari,Amazônia,22,-54.0000,-0.7200,-52.2000,1.6200
Norte,AP,Macapá,Amazônia,13,-51.3000,0.1800,-50.0400,1.0800
Norte,AP,Mazagão,Amazônia,19,-52.0200,-0.9000,-51.3000,0.3600
Norte,AP,Oiapoque,Amazônia,22,-52.5600,2.3400,-51.3000,4.3200
Norte,AP,Pedra Branca do Amapari,Amazônia,8,-52.5600,0.7200,-51.8400,1.2600
Norte,AP,Porto Grande,Amazônia,9,-52.0200,0.3600,-51.3000,0.9000
Norte,AP,Pracuúba,Amazônia,5,-51.1200,1.6200,-50.7600,1.8000
Norte,AP,Santana,Amazônia,5,-51.4800,0.0000,-51.1200,0.3600
Norte,AP,Serra do Navio,Amazônia,7,-52.3800,0.9000,-52.0200,1.4400
Norte,AP,Tartarugalzinho,Amazônia,15,-51.3000,1.0800,-50.5800,1.4400
Norte,AP,Vitória do Jari,Amazônia,6,-52.3800,-1.0800,-51.8400,-0.9000
Norte,PA,Abaetetuba,Amazônia,2,-48.7800,-1.8000,-48.7800,-1.6200
Norte,PA,Abel Figueiredo,Amazônia,2,-48.4200,-5.0400,-48.4200,-4.8600
Norte,PA,Acará,Amazônia,11,-48.7800,-2.3400,-48.0600,-1.6200
Norte,PA,Afuá,Amazônia,13,-51.3000,-0.5400,-50.4000,0.1800
Norte,PA,Alenquer,Amazônia,20,-55.2600,-2.1600,-54.5400,-0.9000
Norte,PA,Almeirim,Amazônia,75,-54.7200,-1.6200,-52.0200,1.6200
Norte,PA,Altamira,Amazônia,158,-55.4400,-9.5400,-52.0200,-3.2400
Norte,PA,Anajás,Amazônia,13,-50.4000,-1.0800,-49.8600,-0.3600
Norte,PA,Ananindeua,Amazônia,1,-48.4200,-1.2600,-48.4200,-1.2600
Norte,PA,Anapu,Amazônia,17,-51.6600,-5.0400,-50.9400,-2.8800
Norte,PA,Augusto Corrêa,Amazônia,1,-46.6200,-1.0800,-46.6200,-1.0800
Norte,PA,Aurora do Pará,Amazônia,3,-47.7000,-2.3400,-47.5200,-2.1600
Norte,PA,Aveiro,Amazônia,26,-56.5200,-4.1400,-55.2600,-3.2400
Norte,PA,Bagre,Amazônia,10,-50.4000,-2.8800,-49.8600,-1.9800
Norte,PA,Baião,Amazônia,8,-49.8600,-3.6000,-49.5000,-2.7000
Norte,PA,Bannach,Amazônia,7,-50.9400,-7.5600,-50.4000,-7.3800
Norte,PA,Barcarena,Amazônia,3,-48.6000,-1.6200,-48.6000,-1.2600
Norte,PA,Belterra,Amazônia,7,-55.0800,-3.4200,-54.9000,-2.7000
Norte,PA,Belém,Amazônia,2,-48.4200,-1.4400,-48.4200,-1.0800
Norte,PA,Bom Jesus do Tocantins,Amazônia,6,-48.7800,-5.2200,-48.6000,-4.8600
Norte,PA,Bonito,Amazônia,1,-47.3400,-1.4400,-47.3400,-1.4400
Norte,PA,Bragança,Amazônia,5,-46.9800,-1.4400,-46.6200,-1.0800
Norte,PA,Brasil Novo,Amazônia,10,-52.7400,-3.6000,-52.3800,-2.8800
Norte,PA,Brejo Grande do Araguaia,Amazônia,5,-48.6000,-5.9400,-48.2400,-5.5800
Norte,PA,Breu Branco,Amazônia,11,-49.5000,-3.9600,-48.9600,-3.4200
Norte,PA,Breves,Amazônia,24,-51.1200,-1.6200,-50.2200,-0.5400
Norte,PA,Bujaru,Amazônia,4,-48.2400,-1.8000,-47.8800,-1.6200
Norte,PA,Cachoeira do Arari,Amazônia,7,-49.1400,-1.0800,-48.6000,-0.5400
Norte,PA,Cachoeira do Piriá,Amazônia,7,-46.6200,-2.3400,-46.2600,-1.8000
Norte,PA,Cametá,Amazônia,6,-49.6800,-2.5200,-49.3200,-2.1600
Norte,PA,Canaã dos Carajás,Amazônia,6,-50.4000,-6.4800,-49.8600,-6.3000
Norte,PA,Capanema,Amazônia,2,-47.1600,-1.2600,-47.1600,-1.0800
Norte,PA,Capitão Poço,Amazônia,7,-47.3400,-2.5200,-46.9800,-1.6200
Norte,PA,Castanhal,Amazônia,3,-47.8800,-1.4400,-47.7000,-1.0800
Norte,PA,Chaves,,1,-50.0400,0.5400,-50.0400,0.5400
Norte,PA,Chaves,Amazônia,10,-50.4000,-0.3600,-49.1400,0.5400
Norte,PA,Colares,Amazônia,1,-48.2400,-0.9000,-48.2400,-0.9000
Norte,PA,Conceição do Araguaia,Amazônia,8,-49.5000,-8.4600,-49.3200,-7.7400
Norte,PA,Conceição do Araguaia,Cerrado,6,-49.8600,-8.6400,-49.5000,-7.9200
Norte,PA,Concórdia do Pará,Amazônia,1,-47.8800,-1.8000,-47.8800,-1.8000
Norte,PA,Cumaru do Norte,Amazônia,31,-51.6600,-9.5400,-50.5800,-7.7400
Norte,PA,Curionópolis,Amazônia,8,-49.6800,-6.6600,-49.5000,-5.9400
Norte,PA,Curralinho,Amazônia,9,-50.2200,-1.8000,-49.6800,-1.4400
Norte,PA,Curuá,Amazônia,3,-55.0800,-1.9800,-54.9000,-1.8000
Norte,PA,Curuçá,Amazônia,2,-47.8800,-0.9000,-47.8800,-0.7200
Norte,PA,Dom Eliseu,Amazônia,12,-48.2400,-4.5000,-47.5200,-3.9600
Norte,PA,Eldorado do Carajás,Amazônia,7,-49.5000,-6.3000,-48.9600,-5.9400
Norte,PA,Faro,Amazônia,11,-57.7800,-2.1600,-56.7000,-1.4400
Norte,PA,Floresta do Araguaia,Amazônia,6,-49.6800,-7.7400,-49.3200,-7.2000
Norte,PA,Floresta do Araguaia,Cerrado,2,-49.6800,-7.7400,-49.6800,-7.5600
Norte,PA,Garrafão do Norte,Amazônia,5,-47.1600,-2.5200,-46.9800,-1.9800
Norte,PA,Goianésia do Pará,Amazônia,17,-49.5000,-4.3200,-48.4200,-3.6000
Norte,PA,Gurupá,Amazônia,20,-52.0200,-1.6200,-51.3000,-0.5400
Norte,PA,Igarapé-Açu,Amazônia,2,-47.7000,-1.0800,-47.5200,-1.0800
Norte,PA,Igarapé-Miri,Amazônia,3,-49.3200,-2.3400,-49.1400,-1.9800
Norte,PA,Inhangapi,Amazônia,1,-47.8800,-1.4400,-47.8800,-1.4400
Norte,PA,Ipixuna do Pará,Amazônia,11,-48.7800,-3.4200,-47.5200,-2.3400
Norte,PA,Irituia,Amazônia,4,-47.5200,-1.9800,-47.3400,-1.6200
Norte,PA,Itaituba,Amazônia,105,-57.6000,-8.1000,-55.0800,-3.9600
Norte,PA,Itupiranga,Amazônia,15,-50.4000,-5.4000,-49.5000,-4.8600
Norte,PA,Jacareacanga,Amazônia,36,-58.1400,-9.3600,-56.1600,-5.7600
Norte,PA,Jacundá,Amazônia,4,-49.3200,-4.6800,-49.1400,-4.5000
Norte,PA,Juruti,Amazônia,20,-56.7000,-3.2400,-55.8000,-1.9800
Norte,PA,Limoeiro do Ajuru,Amazônia,3,-49.6800,-1.9800,-49.3200,-1.8000
Norte,PA,Marabá,Amazônia,29,-51.1200,-5.9400,-48.9600,-5.2200
Norte,PA,Maracanã,Amazônia,1,-47.5200,-0.9000,-47.5200,-0.9000
Norte,PA,Marapanim,Amazônia,1,-47.7000,-0.9000,-47.7000,-0.9000
Norte,PA,Medicilândia,Amazônia,20,-53.6400,-3.4200,-52.7400,-2.7000
Norte,PA,Melgaço,Amazônia,17,-51.8400,-1.8000,-50.4000,-1.2600
Norte,PA,Mocajuba,Amazônia,1,-49.3200,-2.5200,-49.3200,-2.5200
Norte,PA,Moju,Amazônia,18,-49.5000,-3.2400,-48.6000,-1.8000
Norte,PA,Mojuí dos Campos,Amazônia,11,-54.7200,-3.4200,-54.3600,-2.7000
Norte,PA,Monte Alegre,Amazônia,23,-54.5400,-2.3400,-54.0000,-1.0800
Norte,PA,Muaná,Amazônia,9,-49.5000,-1.6200,-49.1400,-1.0800
Norte,PA,Nova Esperança do Piriá,Amazônia,3,-47.3400,-2.7000,-46.9800,-2.3400
Norte,PA,Nova Ipixuna,Amazônia,3,-49.3200,-5.0400,-49.1400,-4.8600
Norte,PA,Nova Timboteua,Amazônia,1,-47.3400,-1.0800,-47.3400,-1.0800
Norte,PA,Novo Progresso,Amazônia,84,-56.1600,-9.3600,-54.7200,-6.4800
Norte,PA,Novo Repartimento,Amazônia,29,-50.9400,-5.0400,-49.5000,-3.9600
Norte,PA,Oeiras do Pará,Amazônia,8,-50.0400,-2.7000,-49.8600,-1.9800
Norte,PA,Oriximiná,Amazônia,98,-57.6000,-1.8000,-55.8000,1.8000
Norte,PA,Ourilândia do Norte,Amazônia,4,-50.9400,-7.2000,-50.5800,-6.8400
Norte,PA,Ourém,Amazônia,1,-47.1600,-1.4400,-47.1600,-1.4400
Norte,PA,Pacajá,Amazônia,29,-51.1200,-4.1400,-49.8600,-3.2400
Norte,PA,Palestina do Pará,Amazônia,3,-48.4200,-6.1200,-48.2400,-5.9400
Norte,PA,Paragominas,Amazônia,46,-48.7800,-3.7800,-46.8000,-2.7000
Norte,PA,Parauapebas,Amazônia,9,-51.1200,-6.4800,-49.8600,-5.9400
Norte,PA,Pau D'Arco,Amazônia,3,-50.4000,-7.7400,-50.0400,-7.7400
Norte,PA,Pau D'Arco,Cerrado,1,-49.8600,-7.7400,-49.8600,-7.7400
Norte,PA,Peixe-Boi,Amazônia,1,-47.3400,-1.2600,-47.3400,-1.2600
Norte,PA,Piçarra,Amazônia,8,-49.3200,-6.6600,-48.7800,-6.3000
Norte,PA,Placas,Amazônia,14,-54.9000,-4.1400,-54.1800,-3.4200
Norte,PA,Ponta de Pedras,Amazônia,8,-49.3200,-1.4400,-48.7800,-0.9000
Norte,PA,Portel,Amazônia,62,-51.8400,-3.4200,-50.0400,-1.8000
Norte,PA,Porto de Moz,Amazônia,33,-53.2800,-2.7000,-52.0200,-1.6200
Norte,PA,Prainha,Amazônia,34,-54.1800,-2.8800,-53.1000,-1.2600
Norte,PA,Primavera,Amazônia,1,-47.1600,-0.9000,-47.1600,-0.9000
Norte,PA,Redenção,Amazônia,8,-50.4000,-8.2800,-50.0400,-7.9200
Norte,PA,Redenção,Cerrado,1,-49.8600,-8.2800,-49.8600,-8.2800
Norte,PA,Rio Maria,Amazônia,9,-50.2200,-7.5600,-49.5000,-7.2000
Norte,PA,Rondon do Pará,Amazônia,19,-48.9600,-4.8600,-48.0600,-4.1400
Norte,PA,Rurópolis,Amazônia,19,-55.6200,-4.5000,-54.7200,-3.7800
Norte,PA,Salvaterra,Amazônia,3,-48.7800,-0.9000,-48.6000,-0.7200
Norte,PA,Santa Bárbara do Pará,Amazônia,1,-48.2400,-1.2600,-48.2400,-1.2600
Norte,PA,Santa Cruz do Arari,Amazônia,2,-49.3200,-0.7200,-49.3200,-0.5400
Norte,PA,Santa Izabel do Pará,Amazônia,3,-48.2400,-1.4400,-48.0600,-1.2600
Norte,PA,Santa Luzia do Pará,Amazônia,3,-46.9800,-1.6200,-46.8000,-1.4400
Norte,PA,Santa Maria das Barreiras,Amazônia,16,-50.9400,-9.0000,-50.0400,-8.2800
Norte,PA,Santa Maria das Barreiras,Cerrado,8,-50.0400,-8.8200,-49.6800,-8.4600
Norte,PA,Santa Maria do Pará,Amazônia,2,-47.5200,-1.4400,-47.5200,-1.2600
Norte,PA,Santana do Araguaia,Amazônia,25,-51.1200,-9.7200,-50.2200,-8.8200
Norte,PA,Santana do Araguaia,Cerrado,2,-50.2200,-9.3600,-50.0400,-9.1800
Norte,PA,Santarém,Amazônia,46,-56.1600,-3.2400,-54.1800,-2.1600
Norte,PA,Santarém Novo,Amazônia,1,-47.3400,-0.9000,-47.3400,-0.9000
Norte,PA,Santo Antônio do Tauá,Amazônia,1,-48.2400,-1.0800,-48.2400,-1.0800
Norte,PA,Sapucaia,Amazônia,3,-49.6800,-7.0200,-49.5000,-6.8400
Norte,PA,Senador José Porfírio,Amazônia,9,-52.2000,-3.7800,-51.6600,-2.7000
Norte,PA,Soure,Amazônia,3,-48.9600,-0.5400,-48.6000,-0.5400
Norte,PA,São Caetano de Odivelas,Amazônia,2,-48.0600,-0.9000,-48.0600,-0.7200
Norte,PA,São Domingos do Araguaia,Amazônia,3,-48.7800,-5.7600,-48.6000,-5.5800
Norte,PA,São Domingos do Capim,Amazônia,4,-47.8800,-2.1600,-47.7000,-1.8000
Norte,PA,São Francisco do Pará,Amazônia,1,-47.7000,-1.2600,-47.7000,-1.2600
Norte,PA,São Félix do Xingu,Amazônia,41,-52.5600,-9.3600,-50.7600,-5.2200
Norte,PA,São Geraldo do Araguaia,Amazônia,6,-48.9600,-6.3000,-48.6000,-6.1200
Norte,PA,São João de Pirabas,Amazônia,1,-47.3400,-0.7200,-47.3400,-0.7200
Norte,PA,São João do Araguaia,Amazônia,2,-48.9600,-5.4000,-48.7800,-5.4000
Norte,PA,São Miguel do Guamá,Amazônia,2,-47.7000,-1.6200,-47.5200,-1.6200
Norte,PA,São Sebastião da Boa Vista,Amazônia,3,-49.6800,-1.6200,-49.5000,-1.4400
Norte,PA,Tailândia,Amazônia,12,-48.9600,-3.2400,-48.6000,-2.5200
Norte,PA,Terra Santa,Amazônia,4,-56.5200,-1.9800,-56.1600,-1.8000
Norte,PA,Tomé-Açu,Amazônia,14,-48.4200,-3.0600,-48.0600,-2.1600
Norte,PA,Tracuateua,Amazônia,1,-46.9800,-1.0800,-46.9800,-1.0800
Norte,PA,Trairão,Amazônia,29,-56.5200,-5.5800,-55.4400,-4.6800
Norte,PA,Tucumã,Amazônia,7,-51.6600,-6.8400,-51.1200,-6.6600
Norte,PA,Tucuruí,Amazônia,5,-50.0400,-3.9600,-49.6800,-3.7800
Norte,PA,Ulianópolis,Amazônia,11,-47.8800,-3.9600,-47.1600,-3.6000
Norte,PA,Uruará,Amazônia,21,-54.1800,-3.9600,-53.4600,-3.0600
Norte,PA,Vigia,Amazônia,1,-48.0600,-1.0800,-48.0600,-1.0800
Norte,PA,Viseu,Amazônia,11,-46.8000,-2.1600,-46.2600,-1.2600
Norte,PA,Vitória do Xingu,Amazônia,8,-52.2000,-3.2400,-51.6600,-2.8800
Norte,PA,Xinguara,Amazônia,10,-50.2200,-7.2000,-49.1400,-6.6600
Norte,PA,Água Azul do Norte,Amazônia,13,-50.7600,-7.2000,-49.8600,-6.4800
Norte,PA,Óbidos,Amazônia,28,-56.1600,-2.1600,-55.2600,0.5400
Norte,RO,Alta Floresta D'Oeste,Amazônia,11,-62.6400,-12.9600,-62.1000,-11.8800
Norte,RO,Alto Alegre dos Parecis,Amazônia,9,-62.2800,-13.1400,-61.7400,-12.0600
Norte,RO,Alto Paraíso,Amazônia,5,-63.5400,-9.7200,-63.1800,-9.5400
Norte,RO,Alvorada D'Oeste,Amazônia,3,-62.4600,-11.5200,-62.2800,-11.3400
Norte,RO,Ariquemes,Amazônia,11,-63.5400,-10.0800,-62.4600,-9.7200
Norte,RO,Buritis,Amazônia,8,-64.2600,-10.2600,-63.7200,-9.9000
Norte,RO,Cabixi,Amazônia,2,-60.8400,-13.5000,-60.6600,-13.5000
Norte,RO,Cacaulândia,Amazônia,6,-63.1800,-10.4400,-62.8200,-10.2600
Norte,RO,Cacoal,Amazônia,9,-61.7400,-11.5200,-61.0200,-11.1600
Norte,RO,Campo Novo de Rondônia,Amazônia,8,-64.0800,-10.6200,-63.5400,-10.2600
Norte,RO,Candeias do Jamari,Amazônia,17,-63.7200,-9.3600,-62.8200,-8.6400
Norte,RO,Castanheiras,Amazônia,3,-61.9200,-11.5200,-61.7400,-11.3400
Norte,RO,Cerejeiras,Amazônia,7,-61.5600,-13.3200,-60.8400,-13.1400
Norte,RO,Chupinguaia,Amazônia,10,-61.2000,-12.7800,-60.6600,-12.2400
Norte,RO,Colorado do Oeste,Amazônia,4,-60.6600,-13.3200,-60.4800,-13.1400
Norte,RO,Corumbiara,Amazônia,6,-61.3800,-12.9600,-60.6600,-12.7800
Norte,RO,Costa Marques,Amazônia,12,-64.4400,-12.4200,-63.7200,-11.8800
Norte,RO,Cujubim,Amazônia,7,-62.6400,-9.3600,-62.4600,-8.8200
Norte,RO,Espigão D'Oeste,Amazônia,6,-61.0200,-11.7000,-60.6600,-11.1600
Norte,RO,Governador Jorge Teixeira,Amazônia,4,-63.5400,-10.8000,-62.8200,-10.6200
Norte,RO,Guajará-Mirim,Amazônia,10,-65.3400,-12.0600,-64.4400,-10.6200
Norte,RO,Itapuã do Oeste,Amazônia,9,-63.3600,-9.3600,-62.6400,-9.0000
Norte,RO,Jaru,Amazônia,6,-62.6400,-10.8000,-62.2800,-10.4400
Norte,RO,Ji-Paraná,Amazônia,12,-62.1000,-10.9800,-61.5600,-9.9000
Norte,RO,Machadinho D'Oeste,Amazônia,23,-62.4600,-9.7200,-61.5600,-8.8200
Norte,RO,Ministro Andreazza,Amazônia,1,-61.5600,-11.1600,-61.5600,-11.1600
Norte,RO,Mirante da Serra,Amazônia,2,-62.8200,-10.9800,-62.6400,-10.9800
Norte,RO,Monte Negro,Amazônia,4,-63.5400,-10.2600,-63.1800,-10.0800
Norte,RO,Nova Brasilândia D'Oeste,Amazônia,5,-62.4600,-11.8800,-62.1000,-11.3400
Norte,RO,Nova Mamoré,Amazônia,15,-65.3400,-10.6200,-64.0800,-10.0800
Norte,RO,Nova União,Amazônia,2,-62.4600,-10.9800,-62.4600,-10.8000
Norte,RO,Novo Horizonte do Oeste,Amazônia,2,-62.1000,-11.7000,-62.1000,-11.5200
Norte,RO,Ouro Preto do Oeste,Amazônia,5,-62.2800,-10.8000,-61.9200,-10.2600
Norte,RO,Parecis,Amazônia,6,-61.5600,-12.4200,-61.2000,-12.0600
Norte,RO,Pimenta Bueno,Amazônia,15,-61.3800,-12.2400,-60.4800,-11.7000
Norte,RO,Pimenteiras do Oeste,Amazônia,12,-61.7400,-13.5000,-61.0200,-12.6000
Norte,RO,Porto Velho,Amazônia,75,-66.6000,-9.9000,-62.2800,-8.1000
Norte,RO,Presidente Médici,Amazônia,2,-62.1000,-11.1600,-61.7400,-11.1600
Norte,RO,Primavera de Rondônia,Amazônia,1,-61.3800,-11.8800,-61.3800,-11.8800
Norte,RO,Rio Crespo,Amazônia,7,-63.0000,-9.7200,-62.4600,-9.5400
Norte,RO,Rolim de Moura,Amazônia,4,-61.9200,-11.8800,-61.5600,-11.7000
Norte,RO,Santa Luzia D'Oeste,Amazônia,5,-61.7400,-12.2400,-61.5600,-11.8800
Norte,RO,Seringueiras,Amazônia,4,-63.3600,-12.0600,-63.0000,-11.8800
Norte,RO,São Francisco do Guaporé,Amazônia,16,-63.9000,-12.7800,-62.8200,-11.8800
Norte,RO,São Miguel do Guaporé,Amazônia,3,-63.0000,-12.0600,-62.6400,-11.7000
Norte,RO,Teixeirópolis,Amazônia,1,-62.2800,-10.9800,-62.2800,-10.9800
Norte,RO,Theobroma,Amazônia,6,-62.6400,-10.2600,-62.1000,-10.0800
Norte,RO,Urupá,Amazônia,2,-62.4600,-11.1600,-62.2800,-11.1600
Norte,RO,Vale do Anari,Amazônia,8,-62.2800,-9.9000,-61.5600,-9.5400
Norte,RO,Vale do Paraíso,Amazônia,2,-62.1000,-10.6200,-62.1000,-10.2600
Norte,RO,Vilhena,Amazônia,5,-60.6600,-12.9600,-60.3000,-12.4200
Norte,RO,Vilhena,Cerrado,5,-60.3000,-12.7800,-59.9400,-12.4200
Norte,RR,Alto Alegre,Amazônia,11,-61.9200,2.7000,-61.0200,3.2400
Norte,RR,Amajari,Amazônia,18,-62.1000,3.4200,-61.2000,4.3200
Norte,RR,Boa Vista,Amazônia,6,-60.8400,2.5200,-60.6600,3.4200
Norte,RR,Bonfim,Amazônia,7,-60.4800,2.1600,-59.9400,3.4200
Norte,RR,Cantá,Amazônia,12,-60.8400,1.8000,-60.3000,2.5200
Norte,RR,Caracaraí,Amazônia,86,-62.4600,-1.2600,-60.1200,1.9800
Norte,RR,Caroebe,Amazônia,9,-59.7600,0.7200,-59.2200,1.0800
Norte,RR,Iracema,Amazônia,8,-61.7400,1.9800,-61.0200,2.3400
Norte,RR,Mucajaí,Amazônia,11,-61.7400,2.3400,-60.8400,2.8800
Norte,RR,Rorainópolis,Amazônia,47,-61.8300,-1.4400,-60.3000,1.0800
Norte,RR,São João da Baliza,Amazônia,3,-60.1200,0.5400,-59.9400,0.9000
