regiao,uf,municipio,bioma,pontos,lon_min,lat_min,lon_max,lat_max
Centro-oeste,MT,São Félix do Araguaia,Amazônia,20,-52.9200,-11.7000,-51.3000,-11.1600
Centro-oeste,MT,São Félix do Araguaia,Cerrado,12,-51.4800,-12.0600,-50.7600,-11.3400
Centro-oeste,MT,São José do Povo,Cerrado,2,-54.1800,-16.5600,-54.1800,-16.3800
Centro-oeste,MT,São José do Rio Claro,Amazônia,3,-56.8800,-13.5000,-56.7000,-13.3200
Centro-oeste,MT,São José do Rio Claro,Cerrado,4,-57.2400,-13.8600,-56.5200,-13.6800
Centro-oeste,MT,São José do Xingu,Amazônia,14,-52.9200,-10.9800,-52.2000,-10.4400
Centro-oeste,MT,São José dos Quatro Marcos,Amazônia,3,-58.5000,-15.6600,-58.1400,-15.4800
Centro-oeste,MT,Tabaporã,Amazônia,18,-57.0600,-11.5200,-55.9800,-10.6200
Centro-oeste,MT,Tangará da Serra,Amazônia,9,-57.9600,-14.9400,-57.0600,-14.5800
Centro-oeste,MT,Tangará da Serra,Cerrado,6,-58.5000,-14.7600,-57.7800,-14.4000
Centro-oeste,MT,Tapurah,Amazônia,10,-56.8800,-12.7800,-56.1600,-12.4200
Centro-oeste,MT,Tapurah,Cerrado,2,-56.3400,-12.7800,-56.1600,-12.6000
Centro-oeste,MT,Terra Nova do Norte,Amazônia,5,-55.0800,-10.6200,-54.7200,-10.4400
Centro-oeste,MT,Tesouro,Cerrado,11,-53.8200,-16.2000,-53.1000,-15.6600
Centro-oeste,MT,Torixoréu,Cerrado,5,-53.1000,-16.3800,-52.7400,-16.2000
Centro-oeste,MT,União do Sul,Amazônia,11,-54.7200,-11.7000,-54.0000,-11.3400
Centro-oeste,MT,Vale de São Domingos,Amazônia,1,-59.0400,-15.3000,-59.0400,-15.3000
Centro-oeste,MT,Vale de São Domingos,Cerrado,2,-58.8600,-14.9400,-58.8600,-14.7600
Centro-oeste,MT,Vera,Amazônia,7,-55.4400,-12.7800,-55.2600,-12.2400
Centro-oeste,MT,Vila Bela da Santíssima Trindade,Amazônia,33,-60.4800,-16.2000,-59.5800,-14.2200
Centro-oeste,MT,Vila Rica,Amazônia,18,-52.2000,-10.2600,-50.7600,-9.7200
Centro-oeste,MT,Várzea Grande,Cerrado,1,-56.3400,-15.4800,-56.3400,-15.4800
Centro-oeste,MT,Água Boa,Cerrado,18,-53.1000,-14.2200,-51.8400,-13.6800
Nordeste,AL,Atalaia,Mata Atlântica,1,-36.1800,-9.5400,-36.1800,-9.5400
Nordeste,AL,Batalha,Caatinga,1,-37.0800,-9.7200,-37.0800,-9.7200
Nordeste,AL,Boca da Mata,Mata Atlântica,1,-36.1800,-9.7200,-36.1800,-9.7200
Nordeste,AL,Branquinha,Mata Atlântica,1,-35.9550,-9.1800,-35.9550,-9.1800
Nordeste,AL,Canapi,Caatinga,2,-37.6200,-9.1800,-37.4400,-9.1800
Nordeste,AL,Coruripe,Mata Atlântica,1,-36.3600,-10.0800,-36.3600,-10.0800
Nordeste,AL,Delmiro Gouveia,Caatinga,3,-38.1600,-9.5175,-37.9125,-9.3600
Nordeste,AL,Dois Riachos,Caatinga,1,-37.0800,-9.3600,-37.0800,-9.3600
Nordeste,AL,Feira Grande,Caatinga,1,-36.7200,-9.9000,-36.7200,-9.9000
Nordeste,AL,Feliz Deserto,Mata Atlântica,1,-36.3600,-10.2600,-36.3600,-10.2600
Nordeste,AL,Flexeiras,Mata Atlântica,1,-35.8200,-9.1800,-35.8200,-9.1800
Nordeste,AL,Girau do Ponciano,Caatinga,1,-36.9000,-9.7200,-36.9000,-9.7200
Nordeste,AL,Ibateguara,Mata Atlântica,2,-35.8650,-9.0450,-35.8650,-9.0000
Nordeste,AL,Igaci,Caatinga,1,-36.7200,-9.5400,-36.7200,-9.5400
Nordeste,AL,Igreja Nova,Caatinga,1,-36.5400,-10.0800,-36.5400,-10.0800
Nordeste,AL,Jequiá da Praia,Mata Atlântica,1,-36.1800,-9.9000,-36.1800,-9.9000
Nordeste,AL,Joaquim Gomes,Mata Atlântica,3,-35.8650,-9.0900,-35.8200,-9.0000
Nordeste,AL,Limoeiro de Anadia,Caatinga,1,-36.5400,-9.7200,-36.5400,-9.7200
Nordeste,AL,Limoeiro de Anadia,Mata Atlântica,1,-36.3600,-9.7200,-36.3600,-9.7200
Nordeste,AL,Maceió,Mata Atlântica,1,-35.6400,-9.5400,-35.6400,-9.5400
Nordeste,AL,Major Isidoro,Caatinga,2,-37.0800,-9.5400,-36.9000,-9.5400
Nordeste,AL,Maragogi,Mata Atlântica,1,-35.2800,-9.0000,-35.2800,-9.0000
Nordeste,AL,Maravilha,Caatinga,1,-37.2600,-9.1800,-37.2600,-9.1800
Nordeste,AL,Mata Grande,Caatinga,3,-37.8000,-9.1800,-37.6200,-9.0000
Nordeste,AL,Matriz de Camaragibe,Mata Atlântica,1,-35.4600,-9.1800,-35.4600,-9.1800
Nordeste,AL,Minador do Negrão,Caatinga,1,-36.9000,-9.3600,-36.9000,-9.3600
Nordeste,AL,Murici,Mata Atlântica,2,-36.0000,-9.3600,-35.9100,-9.1800
Nordeste,AL,Novo Lino,Mata Atlântica,1,-35.6400,-9.0000,-35.6400,-9.0000
Nordeste,AL,Olho d'Água das Flores,Caatinga,1,-37.2600,-9.5400,-37.2600,-9.5400
Nordeste,AL,Olho d'Água do Casado,Caatinga,3,-37.8450,-9.5400,-37.8000,-9.3600
Nordeste,AL,Palestina,Caatinga,1,-37.2600,-9.7200,-37.2600,-9.7200
Nordeste,AL,Palmeira dos Índios,Caatinga,1,-36.7200,-9.3600,-36.7200,-9.3600
Nordeste,AL,Palmeira dos Índios,Mata Atlântica,1,-36.5400,-9.3600,-36.5400,-9.3600
Nordeste,AL,Pariconha,Caatinga,1,-38.0025,-9.2025,-38.0025,-9.2025
Nordeste,AL,Penedo,Mata Atlântica,1,-36.5400,-10.2600,-36.5400,-10.2600
Nordeste,AL,Piranhas,Caatinga,1,-37.7100,-9.5400,-37.7100,-9.5400
Nordeste,AL,Porto Calvo,Mata Atlântica,1,-35.4600,-9.0000,-35.4600,-9.0000
Nordeste,AL,Porto Real do Colégio,Caatinga,1,-36.7200,-10.0800,-36.7200,-10.0800
Nordeste,AL,Pão de Açúcar,Caatinga,3,-37.6200,-9.7200,-37.4400,-9.5400
Nordeste,AL,Quebrangulo,Mata Atlântica,3,-36.4275,-9.2475,-36.3825,-9.2250
Nordeste,AL,Rio Largo,Mata Atlântica,1,-35.8200,-9.5400,-35.8200,-9.5400
Nordeste,AL,Roteiro,Mata Atlântica,1,-36.0000,-9.9000,-36.0000,-9.9000
Nordeste,AL,Santana do Ipanema,Caatinga,2,-37.4400,-9.3600,-37.2600,-9.3600
Nordeste,AL,Santana do Mundaú,Mata Atlântica,1,-36.1800,-9.1800,-36.1800,-9.1800
Nordeste,AL,Senador Rui Palmeira,Caatinga,1,-37.6200,-9.3600,-37.6200,-9.3600
Nordeste,AL,São Brás,Caatinga,1,-36.9000,-10.0800,-36.9000,-10.0800
Nordeste,AL,São José da Tapera,Caatinga,1,-37.4400,-9.5400,-37.4400,-9.5400
Nordeste,AL,São Luís do Quitunde,Mata Atlântica,2,-35.6400,-9.3600,-35.6400,-9.1800
Nordeste,AL,São Sebastião,Mata Atlântica,1,-36.5400,-9.9000,-36.5400,-9.9000
Nordeste,AL,Taquarana,Caatinga,1,-36.5400,-9.5400,-36.5400,-9.5400
Nordeste,AL,Traipu,Caatinga,3,-37.0800,-9.9000,-36.9000,-9.7200
Nordeste,AL,União dos Palmares,Mata Atlântica,1,-36.0000,-9.1800,-36.0000,-9.1800
Nordeste,AL,Viçosa,Mata Atlântica,2,-36.3600,-9.3600,-36.1800,-9.3600
Nordeste,AL,Água Branca,Caatinga,4,-37.9800,-9.2700,-37.8900,-9.1800
Nordeste,BA,Abaré,Caatinga,3,-39.4200,-9.0000,-39.2400,-8.8200
Nordeste,BA,Abaíra,Caatinga,1,-41.7600,-13.3200,-41.7600,-13.3200
Nordeste,BA,Acajutiba,Mata Atlântica,1,-37.9800,-11.7000,-37.9800,-11.7000
Nordeste,BA,Adustina,Caatinga,2,-37.9800,-10.6200,-37.9800,-10.4400
Nordeste,BA,Alagoinhas,Mata Atlântica,2,-38.5200,-12.2400,-38.3400,-12.0600
Nordeste,BA,Alcobaça,Mata Atlântica,5,-39.6000,-17.6400,-39.2400,-17.4600
Nordeste,BA,Almadina,Mata Atlântica,1,-39.6000,-14.7600,-39.6000,-14.7600
Nordeste,BA,Amargosa,Mata Atlântica,1,-39.6000,-12.9600,-39.6000,-12.9600
Nordeste,BA,Amélia Rodrigues,Mata Atlântica,1,-38.7000,-12.4200,-38.7000,-12.4200
Nordeste,BA,América Dourada,Caatinga,2,-41.5800,-11.5200,-41.4000,-11.3400
Nordeste,BA,Anagé,Caatinga,5,-41.0400,-14.7600,-40.6800,-14.4000
Nordeste,BA,Andaraí,Caatinga,5,-41.4000,-12.9600,-41.0400,-12.6000
Nordeste,BA,Andorinha,Caatinga,4,-39.9600,-10.4400,-39.7800,-10.0800
Nordeste,BA,Angical,Caatinga,4,-44.8200,-12.0600,-44.4600,-11.8800
Nordeste,BA,Antas,Caatinga,1,-38.3400,-10.4400,-38.3400,-10.4400
Nordeste,BA,Antônio Gonçalves,Caatinga,1,-40.5000,-10.6200,-40.5000,-10.6200
Nordeste,BA,Aporá,Mata Atlântica,1,-38.1600,-11.7000,-38.1600,-11.7000
Nordeste,BA,Aracatu,Caatinga,3,-41.4000,-14.4000,-41.2200,-14.2200
Nordeste,BA,Araci,Caatinga,4,-39.2400,-11.3400,-38.8800,-11.1600
Nordeste,BA,Aramari,Mata Atlântica,1,-38.5200,-12.0600,-38.5200,-12.0600
Nordeste,BA,Arataca,Mata Atlântica,1,-39.4200,-15.3000,-39.4200,-15.3000
Nordeste,BA,Araçás,Mata Atlântica,2,-38.3400,-12.2400,-38.1600,-12.2400
Nordeste,BA,Aurelino Leal,Mata Atlântica,1,-39.4200,-14.4000,-39.4200,-14.4000
Nordeste,BA,Baianópolis,Cerrado,8,-44.6400,-12.9600,-44.2800,-12.4200
Nordeste,BA,Baixa Grande,Caatinga,3,-40.3200,-12.0600,-40.1400,-11.8800
Nordeste,BA,Banzaê,Caatinga,1,-38.7000,-10.6200,-38.7000,-10.6200
Nordeste,BA,Barra,Caatinga,28,-43.9200,-11.8800,-42.8400,-10.4400
Nordeste,BA,Barra da Estiva,Caatinga,2,-41.2200,-13.6800,-40.8600,-13.6800
Nordeste,BA,Barra do Choça,Mata Atlântica,2,-40.6800,-14.9400,-40.5000,-14.9400
Nordeste,BA,Barra do Mendes,Caatinga,2,-42.1200,-12.0600,-42.1200,-11.8800
Nordeste,BA,Barreiras,Cerrado,13,-46.2600,-12.2400,-45.0000,-11.7000
Nordeste,BA,Barro Alto,Caatinga,1,-41.7600,-11.8800,-41.7600,-11.8800
Nordeste,BA,Barro Preto,Mata Atlântica,1,-39.4200,-14.7600,-39.4200,-14.7600
Nordeste,BA,Barrocas,Caatinga,1,-39.0600,-11.5200,-39.0600,-11.5200
Nordeste,BA,Belmonte,Mata Atlântica,6,-39.4200,-16.0200,-38.8800,-15.8400
Nordeste,BA,Belo Campo,Caatinga,2,-41.2200,-14.9400,-41.2200,-14.7600
Nordeste,BA,Belo Campo,Mata Atlântica,1,-41.2200,-15.1200,-41.2200,-15.1200
